stable_article_id,title,date,primary_body,party,year_month,source,weight,q1_score,q1_n,q2_score,q2_n,q3_score,q3_n,q4_score,q4_n
art_v1_87162093bfad45d8a34dc5c6c59158123887def209e95e91bcc9285a15f2e63b,Hicks calls for multinational procurement efforts at NATO summit,2024-07-10,Deputy Defense Secretary Kathleen Hicks called for,democrat,2024-07,InsideDefense.com's SitRep,1.0986122886681098,10.0,2.0,10.0,2.0,50.0,1.0,10.0,2.0
art_v1_871a11e35a493d052c5c85ca6b12e303090630af9c6f68d817fbad5e9fe4bc79,U.S. to Send Cluster Munitions to Bolster Ukraine's Fight Against Dug-In Russians; Biden administration aims to strengthen Kyiv's hand despite concerns over risk to civilians,2023-07-07,WASHINGTON—The Biden administration plans to send ,democrat,2023-07,The Wall Street Journal Online,0.6931471805599453,0.0,1.0,0.0,1.0,,,,
art_v1_87258f6d91165e85cf0244e35da14c8d7814addba3e63051a3d40636276ac56a,Top general departs after a tumultuous era,2023-09-25,As the war in Ukraine approached its first anniver,democrat,2023-09,The Washington Post,0.6931471805599453,10.0,1.0,,,10.0,1.0,,
art_v1_87258f6d91165e85cf0244e35da14c8d7814addba3e63051a3d40636276ac56a,Top general departs after a tumultuous era,2023-09-25,As the war in Ukraine approached its first anniver,republican,2023-09,The Washington Post,1.0986122886681098,0.0,1.0,,,,,,
art_v1_8726b30d35e7c54f6c993910c3f77689b10af1dd59fbc823c2b4a12dc827b601,"Seeking to Unsettle Russia, Macron Provokes Allies",2024-02-29,The French president’s openness to Western troops ,republican,2024-02,NYTimes.com Feed,0.6931471805599453,80.0,1.0,,,,,,
art_v1_872ab4027b6a1148b316f559bd1cefff4396ca0a2b697f08e27890fbc3afb9c8,"U.S. News: Vance, a Ukraine Critic, Worries Europe --- Trump running mate has said U.S. should pivot to East Asia but not abandon NATO",2024-07-18,MILWAUKEE -- A group of foreign ambassadors and ot,republican,2024-07,The Wall Street Journal,2.4849066497880004,63.75,8.0,0.0,1.0,,,0.0,1.0
art_v1_872b590ec6cb9a028c131d49534c9855033d398ce1de1afdad33926e8f7e0ab6,"Ukrainian troops pull out of key eastern town of Avdiivka, the 'gateway' to Donetsk",2024-02-17,* Ukrainian troops have withdrawn from the embattl,republican,2024-02,Business Insider,0.6931471805599453,,,,,,,0.0,1.0
art_v1_872f0f5fe5686be1dfa494a78dbccb081c3d15404cc5b58804a33190f5927254,OnPolitics: The president announces additional aid to Ukraine,2022-03-16,"Good afternoon, OnPolitics readers!
Invoking some ",democrat,2022-03,USA Today Online,1.3862943611198906,35.0,2.0,,,,,,
art_v1_8732a9b87a36145c8268196c35071709e7e601078a3c6e44fb505824bdc825f4,"U.S. Official Says China Is Uncomfortable With Russia's Rhetoric, Activity in Ukraine; The comments came ahead of a meeting between President Biden and Chinese leader Xi Jinping at the G-20 summit",2022-11-14,"NUSA DUA, Indonesia—A senior U.S. official said Ch",democrat,2022-11,The Wall Street Journal Online,1.0986122886681098,,,,,,,,
art_v1_8732c9087d7671aa2a26a73fcdcfd5e58031b0bd785c846e0653cf36516f6781,Biden threatens to veto House GOP's bill to aid Israel,2023-11-01,President Biden intends to veto the House GOP's st,democrat,2023-11,InsideDefense.com's SitRep,1.0986122886681098,10.0,2.0,0.0,1.0,,,50.0,1.0
art_v1_8734bd7d889460f1d56a5af15ea0599f56b460c087595b506c69ddc086a2ee71,C.I.A. Director Airs Concern That Putin Might Turn to Nuclear Weapons,2022-04-15,"William J. Burns, the director of the Central Inte",democrat,2022-04,NYTimes.com Feed,1.0986122886681098,20.0,1.0,10.0,1.0,,,,
art_v1_87434ea01d8fb44e027544191af391f7c5a738641284b46a90b8944c61aee1ef,"Michael Bennet's family fled the Nazis. Now, he won't give up on Ukraine.",2023-12-24,Michael F. Bennet's entire family history came int,democrat,2023-12,Washington Post.com,2.079441541679836,18.0,5.0,0.0,1.0,50.0,1.0,50.0,3.0
art_v1_87434ea01d8fb44e027544191af391f7c5a738641284b46a90b8944c61aee1ef,"Michael Bennet's family fled the Nazis. Now, he won't give up on Ukraine.",2023-12-24,Michael F. Bennet's entire family history came int,republican,2023-12,Washington Post.com,1.6094379124341005,52.5,4.0,65.0,2.0,,,85.0,2.0
art_v1_8749890ee25d7780473340e194cbc7d16500d1c90630dce5e12d4c0801c719f2,"Devastation Marches On, Even as Russia Regroups for an Offensive",2022-08-03,The U.S. has announced $550 million in additional ,democrat,2022-08,The New York Times,0.6931471805599453,0.0,1.0,,,,,,
art_v1_8749f4eaea6d7b1b0a89a212ac4412194fa55fb2f0cc15b20664116a4ec3abe6,Chuck turns screws on aid; Says Putin foe Navalny's death makes money for Ukraine even more critical,2024-02-19,"An ""urgent alarm bell"" is ringing in the wake of R",democrat,2024-02,New York Daily News,1.0986122886681098,5.0,2.0,5.0,2.0,5.0,2.0,0.0,1.0
art_v1_8749f4eaea6d7b1b0a89a212ac4412194fa55fb2f0cc15b20664116a4ec3abe6,Chuck turns screws on aid; Says Putin foe Navalny's death makes money for Ukraine even more critical,2024-02-19,"An ""urgent alarm bell"" is ringing in the wake of R",republican,2024-02,New York Daily News,0.6931471805599453,80.0,1.0,,,60.0,1.0,90.0,1.0
art_v1_874aa40f84e0e75443f91159c7fc3cdf2c3d576829fc0770b72b4df3af75ee78,"PLEA FROM KYIV Biden must visit Kyiv, see Putin's horror for himself President Zelensky tells Piers Morgan:",2022-07-27,In my interview with Ukraine's President Volodymyr,democrat,2022-07,New York Post,1.0986122886681098,0.0,2.0,0.0,1.0,,,,
art_v1_8750122d1ae3e7cf4709f8414267c7e859b66079fef20d918832c5255e7ee737,"Two years after Russian invasion, fate of U.S. aid for Ukraine lies with House Republicans",2024-02-24,Feb. 24—WASHINGTON — Saturday marked a grim annive,democrat,2024-02,The Spokesman-Review (Tribune Content Agency),0.6931471805599453,0.0,1.0,,,,,0.0,1.0
art_v1_8750122d1ae3e7cf4709f8414267c7e859b66079fef20d918832c5255e7ee737,"Two years after Russian invasion, fate of U.S. aid for Ukraine lies with House Republicans",2024-02-24,Feb. 24—WASHINGTON — Saturday marked a grim annive,republican,2024-02,The Spokesman-Review (Tribune Content Agency),2.19722457733622,35.0,6.0,,,,,,
art_v1_8758285b69752bddfea28c782bbed186a52b8475ef4728bac0f70bb7dcec3d38,Inside the House chamber: Support for Ukraine and an eagerness to move past the pandemic during State of the Union,2022-03-02,The State of the Union this year at times had a fe,democrat,2022-03,Washington Post.com,1.3862943611198906,0.0,1.0,,,,,,
art_v1_875addd3567689a0e987236effe3944d0e6ca73addf15cd98ce883d2d01ed2b1,Partisan skirmishes threaten swift omnibus timetable,2022-03-01,House Majority Leader Steny H. Hoyer wants his cha,democrat,2022-03,Roll Call,1.0986122886681098,0.0,2.0,0.0,2.0,,,0.0,1.0
art_v1_875addd3567689a0e987236effe3944d0e6ca73addf15cd98ce883d2d01ed2b1,Partisan skirmishes threaten swift omnibus timetable,2022-03-01,House Majority Leader Steny H. Hoyer wants his cha,republican,2022-03,Roll Call,1.6094379124341005,40.0,3.0,,,,,45.0,2.0
art_v1_876fed9355a7ee152ba14dbbd3e496946c577b07a5bb3bc6c482fbd203a43d63,DOD sending $1B in additional security assistance to Ukraine,2022-08-09,The United States is sending a $1 billion military,democrat,2022-08,Inside the Pentagon,1.0986122886681098,0.0,2.0,,,,,,
art_v1_87729578f3671f8ccb675536cbbdca343a5f0883b0d3ff3574cdb6173ec978a7,Biden views China as a bigger challenge than Russia,2022-10-12,President Biden still views China as the most cons,democrat,2022-10,Washington Post.com,1.3862943611198906,,,,,75.0,2.0,,
art_v1_877492efb2d07527af204c338a93f075f7a247ecda0865b2ded6fbfeddd67fb4,"This week in politics: Jan. 6 committee releases final report, $1.7T spending package passes",2022-12-24,It was a busy week in politics as 2022 comes to a ,democrat,2022-12,USA Today Online,0.6931471805599453,,,,,,,,
art_v1_877ac23f9e028a15575ce95d8e5dea11a6812d0b6bb66b0f9a85328081c9e369,World News: Kyiv's Drone Strikes Aim To Take War to Russians,2024-09-03,Ukraine's mass drone attack on Russia over the wee,democrat,2024-09,The Wall Street Journal,0.6931471805599453,0.0,1.0,,,,,,
art_v1_877afd4016615a9cafe2fc389f6d41d68e8006464b52d23a47b40664d825e138,"EVERY WAR IS A DEAD END, THEN A CATASTROPHE THE WAR BETWEEN RUSSIA AND UKRAINE WILL END SOMEDAY, BUT AT WHAT COST?",2024-12-08,"The best soldiers ""are made from people who, while",democrat,2024-12,Pittsburgh Post-Gazette,1.0986122886681098,50.0,2.0,,,,,,
art_v1_877afd4016615a9cafe2fc389f6d41d68e8006464b52d23a47b40664d825e138,"EVERY WAR IS A DEAD END, THEN A CATASTROPHE THE WAR BETWEEN RUSSIA AND UKRAINE WILL END SOMEDAY, BUT AT WHAT COST?",2024-12-08,"The best soldiers ""are made from people who, while",republican,2024-12,Pittsburgh Post-Gazette,1.3862943611198906,50.0,1.0,50.0,1.0,,,,
art_v1_877e1169c57f292856c7626c45a8499702b1a348aa1a3dad26b490b51177af81,Diplomats urge action as global food crisis deepens,2022-06-24,BERLIN — Top diplomats urged swift global action o,democrat,2022-06,Washington Post.com,0.6931471805599453,10.0,1.0,,,,,,
art_v1_8791bd2442609c779e05f0de047948db0cfcee47d2af0030b17890936a0da763,More than 40 GOP senators urge Biden to aid 'transfer of aircraft' to Ukraine,2022-03-11,More than 40 Republican U.S. senators on Thursday ,democrat,2022-03,Washington Post.com,1.3862943611198906,3.3333333333333335,3.0,0.0,1.0,0.0,1.0,,
art_v1_8791bd2442609c779e05f0de047948db0cfcee47d2af0030b17890936a0da763,More than 40 GOP senators urge Biden to aid 'transfer of aircraft' to Ukraine,2022-03-11,More than 40 Republican U.S. senators on Thursday ,republican,2022-03,Washington Post.com,1.3862943611198906,5.0,2.0,0.0,2.0,,,,
art_v1_8793c032eba79abdbc61606e6b687af97e2686d857fddc4de43c8e99fca1aaf2,"Ammunition shortages are letting Russia be the 'alpha predator on the battlefield,' US veteran in Ukraine says",2024-04-04,"* Russia can be the battlefield ""alpha predator"" d",republican,2024-04,Business Insider,0.6931471805599453,80.0,1.0,,,,,,
art_v1_87a423a79de3435304fdfad7dc86d4eda31f32e9182f91e786701df8fd5284c8,"Drones, missiles batter Ukraine; Biden to allow deeper fire into Russia as fighting ramps up",2024-11-18,"KYIV, Ukraine - Russia on Sunday launched a massiv",democrat,2024-11,The Hartford Courant,0.6931471805599453,0.0,1.0,,,,,,
art_v1_87a423a79de3435304fdfad7dc86d4eda31f32e9182f91e786701df8fd5284c8,"Drones, missiles batter Ukraine; Biden to allow deeper fire into Russia as fighting ramps up",2024-11-18,"KYIV, Ukraine - Russia on Sunday launched a massiv",republican,2024-11,The Hartford Courant,1.0986122886681098,40.0,2.0,,,,,,
art_v1_87ac7c9481c05fb91780302e8685d8cfc6e38c68d1449c5ee6e385672a23e97b,US needs to protect Ukrainian refugees in the United States,2023-04-21,The United States has done much to open its doors ,democrat,2023-04,The Boston Globe,1.791759469228055,,,,,,,,
art_v1_87b24bfeaf55eb572c09489fefe4f1d03afe2a278a1cc7c0b96809e3bab12341,5 things you might have missed in Biden's first State of the Union,2022-03-02,President Joe Biden delivered his first State of t,democrat,2022-03,USA Today Online,1.3862943611198906,20.0,1.0,20.0,2.0,,,,
art_v1_87b311d8c429e0167120136e4e9b0a973042c710793965e1f68120f996fc9d2b,Ukraine seeking $2B per month from US in economic aid,2022-04-28,"Washington DC, April 28 -- Ukraine is requesting $",democrat,2022-04,The South Asian Times,1.0986122886681098,0.0,1.0,,,,,,
art_v1_87ba31af2fe4da5d35ce4ed9a6ead02d48781a60f569ef98555eb777d99dbe01,NATO’s Pledges to Ukraine Fall Short for a Counteroffensive This Year,2024-07-12,Weapons donations from the United States and Europ,democrat,2024-07,NYTimes.com Feed,0.6931471805599453,10.0,1.0,,,,,10.0,1.0
art_v1_87bb3479dcc98240615089f4b6d7e352f4fc3363f9f6d7f635c2138315962e94,Biden bans Russian imports of gold,2022-06-27,"ELMAU, Germany – The U.S. announced on Sunday that",democrat,2022-06,USA Today,1.0986122886681098,20.0,1.0,,,20.0,1.0,,
art_v1_87bc00443a69923dc236694306871dffc66fbdb211fe205271e8dcb25738c551,Ukrainians brace for the next Russian onslaught,2023-01-22,As the anniversary of the Russian invasion approac,republican,2023-01,The Washington Post,1.0986122886681098,67.5,2.0,,,,,,
art_v1_87bcf94360cd1b9d8b469ae5b4d60f8df92e9aece512a33cd7a44693d002d6ac,Senate Democrats Blocked Watchdog for Ukraine Aid — Ignoring Lessons From Afghanistan,2023-08-02,Hours after Senate Democrats blocked an effort to ,democrat,2023-08,The Intercept,1.3862943611198906,33.333333333333336,3.0,,,,,,
art_v1_87bfd1253853f67ae14597bbc0459724b73e08dbb626669a39765fea416e7edd,"If Ukraine falls to Russia, Moldova knows it's next",2024-04-26,"After months of delay, on Tuesday, Congress passed",democrat,2024-04,The Washington Post,0.6931471805599453,,,0.0,1.0,,,0.0,1.0
art_v1_87bfd1253853f67ae14597bbc0459724b73e08dbb626669a39765fea416e7edd,"If Ukraine falls to Russia, Moldova knows it's next",2024-04-26,"After months of delay, on Tuesday, Congress passed",republican,2024-04,The Washington Post,1.0986122886681098,80.0,2.0,45.0,2.0,,,,
art_v1_87c11918d576ccaf33faab82218407962358da10c72122fe1842bbf7c2bd5c14,UKRAINE'S STRENGTH COMES FROM UNITY,2022-03-01,"LETTER TO THE EDITOR
Ukraine's strength comes from",democrat,2022-03,The Capital Times & Wisconsin State Journal,0.6931471805599453,0.0,1.0,0.0,1.0,,,,
art_v1_87c11918d576ccaf33faab82218407962358da10c72122fe1842bbf7c2bd5c14,UKRAINE'S STRENGTH COMES FROM UNITY,2022-03-01,"LETTER TO THE EDITOR
Ukraine's strength comes from",republican,2022-03,The Capital Times & Wisconsin State Journal,0.6931471805599453,80.0,1.0,60.0,1.0,,,,
art_v1_87c302f2aca5b3974526b4806ff655d6cd6406182b93138594bc726b903b5453,Senate confirms Brink as envoy to Ukraine,2022-05-20,The Senate confirmed Bridget Brink as the U.S. amb,democrat,2022-05,USA Today,1.6094379124341005,0.0,2.0,0.0,2.0,0.0,1.0,0.0,2.0
art_v1_87d0fa7a0ee26a1ad3152d2e18a4f44d0e5b8ce64eedba577005ea02891b3b7d,Donald Trump's Election Win Has World Leaders in a Spin,2024-11-29,Although it wasn't on the agenda at the three-day ,republican,2024-11,Newsweek,1.791759469228055,78.75,4.0,,,,,,
art_v1_87d180e18ed041752da57f644af6d47b947dad111c12aed98d54cb78f83725ec,"Senate passes aid bill for Ukraine, Israel, Taiwan with Ron Johnson voting no, Tammy Baldwin yes",2024-04-24,WASHINGTON – The Senate late Tuesday passed a $95 ,republican,2024-04,Milwaukee Journal Sentinel Online,1.0986122886681098,10.0,2.0,10.0,1.0,20.0,1.0,,
art_v1_87d2c4952a53b0e3ca70580a3bd35ffd9e4594fde430cfd86a2426d86bae3cb1,The Office of the Queens Borough President - *STATEMENT* QBP RICHARDS ON TEMPORARY PROTECTED STATUS DECLARATION FOR UKRAINIAN NATIONALS,2022-03-04,* Click here to view this document in its original,democrat,2022-03,U.S. Local Government News via PUBT,1.0986122886681098,,,0.0,1.0,,,,
art_v1_87d550bd325d2dbc7875f0709c3b78dbf5fc1c57d631e376c9915591236bf5a1,Where they stand on foreign policy,2024-10-25,We're collecting Vice President Kamala Harris's an,democrat,2024-10,The Washington Post,0.6931471805599453,,,,,0.0,1.0,,
art_v1_87d677abc34a4e25aed48f2072b68d37423da3a6d0236de3bd78e4f2d8516e75,"At UNGA, Biden Condemns Russia's War on Ukraine as Putin Escalates Threats",2022-09-21,"September 21, 2022 3:07 PM
New York -
U.S. Preside",democrat,2022-09,Voice of America Press Releases and Documents,1.0986122886681098,,,0.0,1.0,0.0,1.0,,
art_v1_87d9983da077e828d8d5937ec8283fccda61b7f3974a1d27e4881419e3639e82,Bipartisan House coalition advances Ukraine aid,2024-04-20,"A bipartisan coalition in the House, led by House ",democrat,2024-04,Washington Post.com,1.6094379124341005,6.666666666666667,3.0,,,,,,
art_v1_87d9983da077e828d8d5937ec8283fccda61b7f3974a1d27e4881419e3639e82,Bipartisan House coalition advances Ukraine aid,2024-04-20,"A bipartisan coalition in the House, led by House ",republican,2024-04,Washington Post.com,1.3862943611198906,30.0,2.0,,,,,,
art_v1_87dd6f9a746c5fa20c053326de61796cb88dea26dc86d9c22c704e6e5f6c826a,"OUTLOOK: With national security supplemental on the horizon, Democrats stress urgent need for Ukraine aid",2024-01-24,With lawmakers reaching the end of lengthy negotia,democrat,2024-01,NJ Daily Extra,1.6094379124341005,10.0,4.0,15.0,2.0,20.0,1.0,20.0,1.0
art_v1_87dd6f9a746c5fa20c053326de61796cb88dea26dc86d9c22c704e6e5f6c826a,"OUTLOOK: With national security supplemental on the horizon, Democrats stress urgent need for Ukraine aid",2024-01-24,With lawmakers reaching the end of lengthy negotia,republican,2024-01,NJ Daily Extra,0.6931471805599453,10.0,1.0,,,,,,
art_v1_87e183f434904c2b5c04d8b14f4c2dfb3180892cfb307250e7f89b92b05b43b6,"In a Senate hearing, lawmakers debate whether U.S. intelligence forces should be sent into Ukraine.",2022-03-02,Lawmakers at a congressional hearing Tuesday discu,republican,2022-03,NYTimes.com Feed,1.3862943611198906,15.0,2.0,,,,,,
art_v1_87ed2f777e3357bcea7e3d32ab50e79a1602bf57d004733a68189693f4242fec,Putin's war is moving into a new phase. Biden and the West had better get ready.,2022-03-15,"In June 1940, Britain stood alone against a Nazi w",democrat,2022-03,The Washington Post,1.0986122886681098,0.0,2.0,50.0,1.0,,,0.0,1.0
art_v1_87fb4fe7dff5289ee387982804d21528f95d729566102a3caedb393b57f4df05,Putin ended his highly anticipated 'Victory Day' speech without declaring war on Ukraine as Western officials warned,2022-05-09,* Western officials thought Putin would escalate h,democrat,2022-05,Business Insider,0.6931471805599453,10.0,1.0,10.0,1.0,,,,
art_v1_87fbbc36179b315b9482f75250f74d5c037c437b94e60175e6174351df77151b,"As Russia Advances, U.S. Fears Ukraine Has Entered a Grim Phase",2024-11-02,Weapons supplies are no longer Ukraine’s main disa,democrat,2024-11,NYTimes.com Feed,1.0986122886681098,10.0,1.0,,,,,,
art_v1_87ff730c64ff8824f6d25a0ce0847f41cde1a915f2862153b2e8d88524e55f5b,Russia’s ‘firehose of falsehood’ in Ukraine marks latest use of propaganda to try to justify war,2022-05-08,WASHINGTON – In the daily diet of propaganda that ,democrat,2022-05,USA Today Online,1.0986122886681098,10.0,1.0,0.0,1.0,,,,
art_v1_880cd833bea10b6a809f9866769c6d11ab5900cc33e3e4c2c2a2f105d70bf84b,G7 Finance Ministers Optimistic Nations Will Come Through With Aid to Ukraine,2022-05-20,Officials are working on a plan to provide $15 bil,democrat,2022-05,The New York Times,0.6931471805599453,0.0,1.0,0.0,1.0,,,0.0,1.0
art_v1_880daadb5ff60a443ffabb4983cc85050aa2bf23c1ba7d4b0e423396c2cd0eb0,"World News: Europe Increases Assistance for Ukraine --- As new U.S. aid stalls, region's powers step up to help Kyiv hold line against Russia",2023-11-18,BERLIN -- European governments are boosting their ,democrat,2023-11,The Wall Street Journal,0.6931471805599453,20.0,1.0,,,,,,
art_v1_880daadb5ff60a443ffabb4983cc85050aa2bf23c1ba7d4b0e423396c2cd0eb0,"World News: Europe Increases Assistance for Ukraine --- As new U.S. aid stalls, region's powers step up to help Kyiv hold line against Russia",2023-11-18,BERLIN -- European governments are boosting their ,republican,2023-11,The Wall Street Journal,0.6931471805599453,80.0,1.0,,,,,80.0,1.0
art_v1_881771f73057f746aeb8551d01b954174505e7ca3cfa357808783c6ecf3cb3ce,Congress Narrowly Averts Shutdown as House Democrats Help Pass Stopgap Bill,2023-09-30,"In a stunning reversal, Speaker Kevin McCarthy pus",democrat,2023-09,NYTimes.com Feed,1.3862943611198906,26.666666666666668,3.0,,,,,60.0,1.0
art_v1_881771f73057f746aeb8551d01b954174505e7ca3cfa357808783c6ecf3cb3ce,Congress Narrowly Averts Shutdown as House Democrats Help Pass Stopgap Bill,2023-09-30,"In a stunning reversal, Speaker Kevin McCarthy pus",republican,2023-09,NYTimes.com Feed,1.3862943611198906,58.333333333333336,3.0,,,,,100.0,1.0
art_v1_881c50c7da23782ed514067a7e25ed1b760e86fb5357534d04d18d7294209ebf,Senate leans toward Dec. 16 stopgap funding bill,2022-09-07,Senate leaders appear to be on board with an inter,democrat,2022-09,Roll Call,1.0986122886681098,0.0,2.0,,,,,0.0,1.0
art_v1_881c50c7da23782ed514067a7e25ed1b760e86fb5357534d04d18d7294209ebf,Senate leans toward Dec. 16 stopgap funding bill,2022-09-07,Senate leaders appear to be on board with an inter,republican,2022-09,Roll Call,1.3862943611198906,20.0,2.0,,,,,100.0,1.0
art_v1_882ab0c26658ca7114a9a535b070a3f68ed105503d65889a86eb3e5e46c4a3f9,"For U.S. Rep. Michael McCaul, national security can’t be a partisan fight",2023-02-10,"U.S. Rep. Michael McCaul, R-Austin, is the new cha",democrat,2023-02,The Texas Tribune,0.6931471805599453,,,,,,,100.0,1.0
art_v1_882ab0c26658ca7114a9a535b070a3f68ed105503d65889a86eb3e5e46c4a3f9,"For U.S. Rep. Michael McCaul, national security can’t be a partisan fight",2023-02-10,"U.S. Rep. Michael McCaul, R-Austin, is the new cha",republican,2023-02,The Texas Tribune,1.0986122886681098,80.0,1.0,,,,,,
art_v1_882ab2cdc8455bec73fb10ecb90912200c5810973a475bd6ba927dd151a2435c,"President-elect Trump calls for 'immediate ceasefire' in Ukraine after meeting Zelensky in Paris Speaking to reporters later, Ukraine's president insisted that any peace deal ""should be just"" for Ukrainians.",2024-12-09,"KYIV, Ukraine -- U.S. President-elect Donald Trump",republican,2024-12,Portland Press Herald,1.3862943611198906,70.0,1.0,50.0,2.0,,,,
art_v1_882b662aa47ddfca3f018661efd4851a71bd324a97d3d90a8d62ff8ee8a30d19,"U.S. wants Russian military 'weakened' from Ukraine invasion, Austin says",2022-04-25,"IN POLAND, NEAR THE BORDER WITH UKRAINE — The Unit",democrat,2022-04,Washington Post.com,1.0986122886681098,0.0,1.0,0.0,1.0,,,0.0,1.0
art_v1_882b662aa47ddfca3f018661efd4851a71bd324a97d3d90a8d62ff8ee8a30d19,"U.S. wants Russian military 'weakened' from Ukraine invasion, Austin says",2022-04-25,"IN POLAND, NEAR THE BORDER WITH UKRAINE — The Unit",republican,2022-04,Washington Post.com,0.6931471805599453,,,,,,,,
art_v1_882b71435c6e16bb030ab02a01bad72d518a564260354a14133310c93c69e99b,Elon Musk Challenges Putin To A Fight: Winner Takes Ukraine,2022-03-14,Elon Musk challenged Russian President Vladimir Pu,democrat,2022-03,Hollywoodlife,0.6931471805599453,10.0,1.0,,,,,0.0,1.0
art_v1_882c68a3b94a7d49a5ab1631af1aa478c8fe9f34a372934c621a0f59d2f153b3,"Trump, Putin, Carlson and the Shifting Sands of U.S. Politics",2024-02-09,An interview with Russia's leader and congressiona,republican,2024-02,The New York Times,1.791759469228055,51.0,5.0,45.0,3.0,,,,
art_v1_882e119af7f8ebdbfad6a09cb15362cad0be79cf387f0b4953f3e90999faa9f1,The Uncanny Prescience of Servant of the People,2022-04-06,"A charming, baby-faced man, somewhere in his late ",democrat,2022-04,The Atlantic,0.6931471805599453,,,,,,,,
art_v1_8836378b47e0801af24c61f70ea20e49692294ae046e6ba3db72d26c2fb7c6b9,"Former Israeli prime minister rebuts claim, boosted by Russia, that the US blocked a Ukraine peace agreement: 'It's unsure there was any deal to be made'",2023-02-08,* Former Israeli Prime Minister Naftali Bennett di,democrat,2023-02,Business Insider,0.6931471805599453,0.0,1.0,,,,,,
art_v1_883aebf658b8ea5b0c1e1a07617c9bd4841310a73040304b4086bd0cc87d6d47,"In 2024, America's global role is on the ballot",2024-02-05,THE 2024 election is shaping up to be much more th,democrat,2024-02,The Washington Post,0.6931471805599453,10.0,1.0,10.0,1.0,20.0,1.0,10.0,1.0
art_v1_883aebf658b8ea5b0c1e1a07617c9bd4841310a73040304b4086bd0cc87d6d47,"In 2024, America's global role is on the ballot",2024-02-05,THE 2024 election is shaping up to be much more th,republican,2024-02,The Washington Post,1.3862943611198906,55.0,2.0,,,,,,
art_v1_883ce4a0fd5d6988fd3bb0bec5d27cf34668b590a76bafffabd5b613826f9afa,DeSantis dismisses Russian invasion of Ukraine as a 'territorial dispute',2023-03-14,Florida Gov. Ron DeSantis (R) is dismissing Russia,democrat,2023-03,Washington Post.com,0.6931471805599453,10.0,1.0,,,,,,
art_v1_883ce4a0fd5d6988fd3bb0bec5d27cf34668b590a76bafffabd5b613826f9afa,DeSantis dismisses Russian invasion of Ukraine as a 'territorial dispute',2023-03-14,Florida Gov. Ron DeSantis (R) is dismissing Russia,republican,2023-03,Washington Post.com,2.70805020110221,40.833333333333336,12.0,40.0,6.0,30.0,3.0,50.0,3.0
art_v1_883ec1f17018efb6906af3d57baa7aac1494c3e77dd8cc822b776eb2c0c1b45e,World News: EU Proposes $55 Billion in Economic Aid Over 4 Years,2023-06-21,The European Union is seeking to lock in 50 billio,republican,2023-06,The Wall Street Journal,0.6931471805599453,70.0,1.0,,,,,,
art_v1_88446769c632a588b1140d782d342dce2004220f18af1a20e4adbc4845bda5e6,"Mariupol theater bombing was deliberate war crime, report says",2022-07-01,"Russian forces deliberately dropped two 1,000-plus",democrat,2022-07,USA Today,0.6931471805599453,0.0,1.0,,,,,,
art_v1_88468a741050072dcb3d32fb6b387a57aa0cce6624535e098a8c34fdd9c0611e,Senate passes $1.7 trillion omnibus spending bill,2022-12-22,The Senate overwhelmingly passed the mammoth fisca,republican,2022-12,Roll Call,0.6931471805599453,10.0,1.0,10.0,1.0,,,20.0,1.0
art_v1_884a4e6bebb85d5877763584129622be3c898c893780577895246e175e703829,"Ukrainian forces were 'crushing' in Avdiivka until Russian artillery started outfiring them roughly 20 times over, American volunteer says",2024-04-10,* Russia seized a victory when Ukraine pulled out ,republican,2024-04,Business Insider,0.6931471805599453,80.0,1.0,,,,,,
art_v1_884ea33738710fedd97d35aa5eaecca5a7758d71264aaf32bb39006b59c53d11,Russians might annex occupied Ukrainian city,2022-05-12,Russian-appointed authorities in the southern Ukra,democrat,2022-05,USA Today,0.6931471805599453,0.0,1.0,,,,,,
art_v1_8858f528f5bde55ab144c76f93259d339c032f50e9aa163cf8943b94c7677a3d,You Should Worry About 2024,2023-12-29,I do not normally write in near-apocalyptic terms.,democrat,2023-12,The National Herald,0.6931471805599453,10.0,1.0,,,,,,
art_v1_886c1e7778cb0c5830bace14dc4c0e3d5a66971dd6418e1b64d161e3173ee0fe,Don makes nice-nice with Ukraine President Zelenskyy at Trump Tower,2024-09-28,Former President Donald Trump met Friday with Ukra,democrat,2024-09,New York Daily News,0.6931471805599453,,,,,,,,
art_v1_886c1e7778cb0c5830bace14dc4c0e3d5a66971dd6418e1b64d161e3173ee0fe,Don makes nice-nice with Ukraine President Zelenskyy at Trump Tower,2024-09-28,Former President Donald Trump met Friday with Ukra,republican,2024-09,New York Daily News,1.9459101490553128,60.0,3.0,30.0,5.0,,,,
art_v1_88780173341b7c74e81a782877c807fc083f115bba543760dc1fbf3608651f35,Poland says it will be first NATO country to give fighter jets to Ukraine,2023-03-16,WARSAW — Poland will deliver an initial batch of f,democrat,2023-03,Washington Post.com,0.6931471805599453,70.0,1.0,,,,,,
art_v1_88784bf4b59743bdf67f160b182307f0d39aa8cfe4939bb439dc654c1a98670a,"Security guarantees for Russia are an ‘essential’ part of any peace talks, Macron says.",2022-12-04,PARIS — An “essential point” in any peace talks on,democrat,2022-12,NYTimes.com Feed,0.6931471805599453,40.0,1.0,,,,,,
